YEAR,MONTH,PROV_ID,PROV_T,MinRain,MaxRain,AvgRain
2018,1,49,มุกดาหาร,0,6.179999828,1.787279816
2018,1,50,เชียงใหม่,0.300000012,30.39999962,6.695410436
2018,1,51,ลำพูน,0,8.079999924,4.250428422
2018,1,52,ลำปาง,0.02,25.38999939,10.4040333
2018,1,53,อุตรดิตถ์,3.390000105,21.01000023,12.15700341
2018,1,54,แพร่,8.220000267,23.79999924,17.96342486
2018,1,55,น่าน,11.39999962,30.78000069,17.2318547
2018,1,56,พะเยา,7.659999847,21.70000076,12.50830387
2018,1,57,เชียงราย,4.769999981,16.86000061,8.776122468
2018,1,58,แม่ฮ่องสอน,0.400000006,12.97999954,3.827043768
2018,1,60,นครสวรรค์,3.099999905,26.05999947,9.82093396
2018,1,61,อุทัยธานี,4.039999962,21.13999939,11.01703088
2018,1,62,กำแพงเพชร,5.309999943,25.30999947,10.06743165
2018,1,63,ตาก,0,32,9.917311154
2018,1,64,สุโขทัย,1.5,11.86999989,5.354606424
2018,1,65,พิษณุโลก,0.100000001,17.45999908,6.981338082
2018,1,66,พิจิตร,5.559999943,23.29000092,11.01313698
2018,1,67,เพชรบูรณ์,2.809999943,94.84999847,20.96562279
2018,1,70,ราชบุรี,2.180000067,61.68999863,7.497781624
2018,1,71,กาญจนบุรี,0,21.17000008,7.993725575
2018,1,72,สุพรรณบุรี,0.409999996,27.79000092,5.205440105
2018,1,73,นครปฐม,4.050000191,157.3099976,47.03076023
2018,1,74,สมุทรสาคร,10.65999985,168.3999939,93.56172903
2018,1,75,สมุทรสงคราม,7.159999847,15.65999985,10.02794203
2018,1,76,เพชรบุรี,6.539999962,19.11000061,12.24053133
2018,1,77,ประจวบคีรีขันธ์,14.5,54.70999908,28.62068079
2018,1,80,นครศรีธรรมราช,84.94000244,335.7799988,227.7059909
2018,1,81,กระบี่,136.8300018,368.5299988,261.2556587
2018,1,82,พังงา,123.5,262.4299927,233.149997
2018,1,83,ภูเก็ต,156.8899994,270.9500122,208.9887102
2018,1,84,สุราษฎร์ธานี,54.11999893,258.8999939,123.0576803
2018,1,85,ระนอง,51.52999878,145.5800018,85.40519611
2018,1,86,ชุมพร,9.800000191,99.97000122,64.89704671
2018,1,90,สงขลา,62.61000061,423,167.6350624
2018,1,91,สตูล,83.63999939,196.6900024,127.1310593
2018,1,92,ตรัง,148.0200043,264.3800049,190.2166092
2018,1,93,พัทลุง,170.2100067,438.0899963,305.1108246
2018,1,94,ปัตตานี,134.3800049,306.3099976,167.9105407
2018,1,95,ยะลา,125.8600006,250.5899963,164.7554894
2018,1,96,นราธิวาส,166.3600006,360.4700012,272.7171809
2018,2,10,กรุงเทพมหานคร,35.31000137,96.62000275,64.4780061
2018,2,11,สมุทรปราการ,30.06999969,84.29000092,61.28975868
2018,2,12,นนทบุรี,36.86000061,91.91999817,65.48347085
2018,2,13,ปทุมธานี,41.72000122,90.69000244,58.07123027
2018,2,14,พระนครศรีอยุธยา,13.65999985,72.87000275,37.2640892
2018,2,15,อ่างทอง,13.52999973,74.51999664,40.24401494
2018,2,16,ลพบุรี,13.10999966,149.6499939,64.58061134
2018,2,17,สิงห์บุรี,34.22999954,87.27999878,61.67321327
2018,2,18,ชัยนาท,24.61000061,55.72000122,34.52327317
2018,2,19,สระบุรี,15.82999992,96.87000275,44.45063689
2018,2,20,ชลบุรี,13.75,142.1799927,47.94411828
2018,2,21,ระยอง,16.72999954,188.4400024,67.90111113
2018,2,22,จันทบุรี,8.199999809,47.56999969,18.23806712
2018,2,23,ตราด,11.15999985,80.69999695,29.45822265
2018,2,24,ฉะเชิงเทรา,19.30999947,67.08999634,38.17003014
2018,2,25,ปราจีนบุรี,25.52000046,77,46.46303171
2018,2,26,นครนายก,43.86999893,74.38999939,55.11022323
2018,2,27,สระแก้ว,12,58.18999863,31.78047193
2018,2,30,นครราชสีมา,0.949999988,78.48999786,38.31195538
2018,2,31,บุรีรัมย์,0,34.84000015,7.672365734
2018,2,32,สุรินทร์,0,3.660000086,0.972131058
2018,2,33,ศรีสะเกษ,1.179999948,8.5,4.231503629
2018,2,34,อุบลราชธานี,0,28.84000015,4.439396761
2018,2,35,ยโสธร,3.269999981,46.06000137,16.55667825
2018,2,36,ชัยภูมิ,3.099999905,37.36999893,18.32918202
2018,2,37,อำนาจเจริญ,3.299999952,44.59000015,17.35056926
2018,2,38,บึงกาฬ,24.36000061,42.65999985,33.26025935
2018,2,39,หนองบัวลำภู,18.84000015,62.08000183,40.90535786
2018,2,40,ขอนแก่น,3.599999905,35.50999832,12.52886283
2018,2,41,อุดรธานี,7.03000021,59.09000015,25.43336744
2018,2,42,เลย,16.71999931,39.52000046,26.55567612
2018,2,43,หนองคาย,5.199999809,28.31999969,17.18354803
2018,2,44,มหาสารคาม,0.469999999,14.17000008,6.504016098
2018,2,45,ร้อยเอ็ด,0.419999987,39.63000107,9.376761417
2018,2,46,กาฬสินธุ์,7.949999809,50.47000122,24.31289848
2018,2,47,สกลนคร,27.44000053,67,45.51452101
2018,2,48,นครพนม,16.61000061,54.88999939,44.00000211
2018,2,49,มุกดาหาร,35.79000092,54.29999924,49.32982095
2018,2,50,เชียงใหม่,0,12.61999989,3.912607482
2018,2,51,ลำพูน,0.400000006,17.52000046,9.522565309
2018,2,52,ลำปาง,2.99000001,30.95000076,14.57750537
2018,2,53,อุตรดิตถ์,12.31000042,40.79000092,24.41066111
2018,2,54,แพร่,15.81000042,52.29000092,31.99783237
2018,2,55,น่าน,10.5,40.97999954,18.26070056
2018,2,56,พะเยา,2.200000048,18.54999924,10.50288266
2018,2,57,เชียงราย,3.789999962,20.5,10.91876121
2018,2,58,แม่ฮ่องสอน,0,6.980000019,1.000816046
2018,2,60,นครสวรรค์,24.45000076,165.8899994,57.27533392
2018,2,61,อุทัยธานี,13.85000038,39.54000092,27.75014996
2018,2,62,กำแพงเพชร,19.72999954,43.90000153,33.04114055
2018,2,63,ตาก,1.600000024,26.09000015,15.70706299
2018,2,64,สุโขทัย,12.47999954,43.86000061,24.9624038
2018,2,65,พิษณุโลก,20.67000008,39.20000076,30.78732606
2018,2,66,พิจิตร,26,53.00999832,35.1884548
2018,2,67,เพชรบูรณ์,14.81000042,60.31000137,32.09315175
2018,2,70,ราชบุรี,8.699999809,29.07999992,14.3946976
2018,2,71,กาญจนบุรี,5.800000191,20.70999908,12.10703453
2018,2,72,สุพรรณบุรี,5.309999943,48.52000046,19.12028459
2018,2,73,นครปฐม,10.89999962,64.20999908,28.26278922
2018,2,74,สมุทรสาคร,10.59000015,68.68000031,38.8445367
2018,2,75,สมุทรสงคราม,9.109999657,18.25,11.51324636
2018,2,76,เพชรบุรี,11.46000004,76.75,39.55510899
2018,2,77,ประจวบคีรีขันธ์,44.02000046,81.91000366,67.61297638
2018,2,80,นครศรีธรรมราช,7.940000057,33.29999924,20.34390682
2018,2,81,กระบี่,10.80000019,42.99000168,18.86392025
2018,2,82,พังงา,22.04999924,117.8700027,68.85538621
2018,2,83,ภูเก็ต,14.22000027,39.38999939,26.03816741
2018,2,84,สุราษฎร์ธานี,2,80.08999634,18.02221087
2018,2,85,ระนอง,3.619999886,96.01999664,41.25007541
2018,2,86,ชุมพร,9.659999847,111.1900024,71.19020007
2018,2,90,สงขลา,8.300000191,99.76000214,34.31219328
2018,2,91,สตูล,0.419999987,24.06999969,9.678936359
2018,2,92,ตรัง,4,21.87999916,11.31518025
2018,2,93,พัทลุง,10.44999981,51.77999878,24.19532387
2018,2,94,ปัตตานี,46.86999893,63.20000076,57.41732138
2018,2,95,ยะลา,36.04000092,58.13999939,48.69993694
2018,2,96,นราธิวาส,43.79999924,54.20000076,47.1794596
2018,3,10,กรุงเทพมหานคร,17.54999924,106.3399963,68.96679134
2018,3,11,สมุทรปราการ,10.48999977,87.06999969,39.68316387
2018,3,12,นนทบุรี,73.86000061,103.2399979,87.19697947
2018,3,13,ปทุมธานี,57.97000122,115.8799973,94.06011038
2018,3,14,พระนครศรีอยุธยา,33.02000046,115.6699982,67.51955861
2018,3,15,อ่างทอง,31.12000084,54.68999863,41.25487537
2018,3,16,ลพบุรี,23.89999962,37.72000122,28.38413254
2018,3,17,สิงห์บุรี,24.95000076,38.45000076,29.83105181
2018,3,18,ชัยนาท,10.89000034,27.89999962,21.28510214
2018,3,19,สระบุรี,23.11000061,73.13999939,35.48493531
2018,3,20,ชลบุรี,15.52999973,92.30999756,55.73090573
2018,3,21,ระยอง,60.88000107,159.6000061,107.1085021
2018,3,22,จันทบุรี,87.58999634,202.1000061,159.780628
2018,3,23,ตราด,180.8099976,253,198.8604739
2018,3,24,ฉะเชิงเทรา,20.37000084,109.2300034,58.56201251
2018,3,25,ปราจีนบุรี,18.39999962,122.5400009,62.75818528
2018,3,26,นครนายก,21.84000015,78.01999664,46.78645093
2018,3,27,สระแก้ว,13.52999973,109.9100037,68.91302455
2018,3,30,นครราชสีมา,1.309999943,61.41999817,28.76057395
2018,3,31,บุรีรัมย์,32.27999878,70.30000305,50.91944391
2018,3,32,สุรินทร์,24.54000092,64.23000336,48.65624965
2018,3,33,ศรีสะเกษ,51.09000015,115.6100006,71.95130605
2018,3,34,อุบลราชธานี,72.41000366,139.9199982,92.16730808
2018,3,35,ยโสธร,48.58000183,87.33999634,64.42458627
2018,3,36,ชัยภูมิ,7.599999905,65.58000183,30.81176686
2018,3,37,อำนาจเจริญ,68.80000305,101.7300034,82.38129074
2018,3,38,บึงกาฬ,12.52000046,40.00999832,26.85687591
2018,3,39,หนองบัวลำภู,21.05999947,64.01999664,35.21592122
2018,3,40,ขอนแก่น,18.06999969,62.20999908,34.51648732
2018,3,41,อุดรธานี,1,54.45000076,16.96459507
2018,3,42,เลย,34.77999878,103.3600006,63.62243631
2018,3,43,หนองคาย,1.200000048,38.43000031,12.12771861
2018,3,44,มหาสารคาม,36.31999969,59.88999939,48.70815505
2018,3,45,ร้อยเอ็ด,31.84000015,70.43000031,50.71643938
2018,3,46,กาฬสินธุ์,23.11000061,49.65000153,36.04966615
2018,3,47,สกลนคร,12.11999989,49.61000061,27.90171976
2018,3,48,นครพนม,34.34999847,85.98000336,48.70920239
2018,3,49,มุกดาหาร,32.65999985,69.93000031,54.4164308
2018,3,50,เชียงใหม่,2.25,26.07999992,11.45672814
2018,3,51,ลำพูน,1,39.38999939,16.91022206
2018,3,52,ลำปาง,1.799999952,44.79000092,20.1732504
2018,3,53,อุตรดิตถ์,3.609999895,49.13000107,23.28879067
2018,3,54,แพร่,11.19999981,39.50999832,23.34754515
2018,3,55,น่าน,22.38999939,65.26000214,35.95617815
2018,3,56,พะเยา,25.54000092,47.99000168,34.85643665
2018,3,57,เชียงราย,13.93000031,35.59000015,26.05649612
2018,3,58,แม่ฮ่องสอน,0,15.39999962,5.547424837
2018,3,60,นครสวรรค์,10.64999962,32.06999969,19.30674793
2018,3,61,อุทัยธานี,9.609999657,27.34000015,16.77283878
2018,3,62,กำแพงเพชร,10.31999969,47.79999924,30.54100317
2018,3,63,ตาก,0.01,63.40000153,25.20958208
2018,3,64,สุโขทัย,9.010000229,55.90000153,31.31688316
2018,3,65,พิษณุโลก,0.409999996,63.41999817,26.14638429
2018,3,66,พิจิตร,1.399999976,31.39999962,11.15996439
2018,3,67,เพชรบูรณ์,23.28000069,69.59999847,50.97140258
2018,3,70,ราชบุรี,23.79000092,56.49000168,43.4597622
2018,3,71,กาญจนบุรี,0,50.68000031,18.86689013
2018,3,72,สุพรรณบุรี,13.82999992,63.95000076,32.26560775
2018,3,73,นครปฐม,42.63000107,85.37000275,60.50501952
2018,3,74,สมุทรสาคร,14.22000027,73.01999664,45.99135554
2018,3,75,สมุทรสงคราม,11.11999989,42.11000061,25.07692756
2018,3,76,เพชรบุรี,16.04999924,66.09999847,36.44353252
2018,3,77,ประจวบคีรีขันธ์,13.30000019,63.36999893,28.56350151
2018,3,80,นครศรีธรรมราช,40.86000061,117.3000031,74.59418537
2018,3,81,กระบี่,9.619999886,114.9899979,88.15982912
2018,3,82,พังงา,63.31999969,139.5899963,121.3536594
2018,3,83,ภูเก็ต,34.16999817,132.5500031,78.29968323
2018,3,84,สุราษฎร์ธานี,43.02000046,139.1699982,89.69182501
2018,3,85,ระนอง,65.5,110.5,89.82101813
2018,3,86,ชุมพร,58.20999908,103.6600037,73.61398829
2018,3,90,สงขลา,1.450000048,45.93999863,24.2914748
2018,3,91,สตูล,15.31000042,38.09999847,22.84615973
2018,3,92,ตรัง,30.76000023,70.66999817,55.29137668
2018,3,93,พัทลุง,14.64000034,56,28.69181673
2018,3,94,ปัตตานี,36.36999893,75.26000214,43.71614043
2018,3,95,ยะลา,31.86000061,63.02000046,44.55791887
2018,3,96,นราธิวาส,46.15999985,87.98999786,67.66211793
2018,4,10,กรุงเทพมหานคร,149.2400055,270.2600098,209.3054548
2018,4,11,สมุทรปราการ,135.3999939,322.3800049,240.3630493
2018,4,12,นนทบุรี,124.2600021,223.7100067,186.0704127
2018,4,13,ปทุมธานี,143.1499939,190.2100067,178.6034306
2018,4,14,พระนครศรีอยุธยา,87.91000366,186.2899933,133.0268919
2018,4,15,อ่างทอง,79.51999664,120.4100037,101.6108853
2018,4,16,ลพบุรี,93.19000244,296.2799988,171.6620194
2018,4,17,สิงห์บุรี,70.05000305,110.9100037,92.43527379
2018,4,18,ชัยนาท,56.61999893,124.4400024,87.56682662
2018,4,19,สระบุรี,104.3700027,214.1100006,131.4988624
2018,4,20,ชลบุรี,174.8699951,246.4299927,211.677352
2018,4,21,ระยอง,134.5800018,212.4700012,182.9653884
2018,4,22,จันทบุรี,195.4100037,264.8900146,217.4451593
2018,4,23,ตราด,219.4600067,240.9799957,226.2400845
2018,4,24,ฉะเชิงเทรา,179.5,280.8200073,232.9485324
2018,4,25,ปราจีนบุรี,149.7299957,340.2099915,250.4055704
2018,4,26,นครนายก,126.1699982,207.4299927,165.6349443
2018,4,27,สระแก้ว,101.7300034,285.6700134,195.7144894
2018,4,30,นครราชสีมา,72.15000153,246.2899933,141.7919496
2018,4,31,บุรีรัมย์,64.48000336,172.5500031,88.55379516
2018,4,32,สุรินทร์,49.15999985,86.97000122,64.19625779
2018,4,33,ศรีสะเกษ,44.5,82.55000305,58.66643508
2018,4,34,อุบลราชธานี,51.40000153,98.73999786,68.20651045
2018,4,35,ยโสธร,55.04000092,98.02999878,74.99888605
2018,4,36,ชัยภูมิ,75.41000366,241.7100067,123.1071945
2018,4,37,อำนาจเจริญ,53.50999832,76.58000183,67.11641045
2018,4,38,บึงกาฬ,103.4499969,149.6399994,125.9020483
2018,4,39,หนองบัวลำภู,135.1399994,177.3600006,161.0509113
2018,4,40,ขอนแก่น,106.1999969,206.1199951,158.8849577
2018,4,41,อุดรธานี,94.98999786,183,162.5889396
2018,4,42,เลย,102.1299973,156.2299957,129.2338974
2018,4,43,หนองคาย,143.6199951,171.6499939,158.4210903
2018,4,44,มหาสารคาม,68.70999908,188.7799988,136.7874773
2018,4,45,ร้อยเอ็ด,60.16999817,115.4100037,92.36741759
2018,4,46,กาฬสินธุ์,73.05999756,166.9199982,105.1113901
2018,4,47,สกลนคร,52.22000122,155.1600037,99.08445679
2018,4,48,นครพนม,62.49000168,142.0800018,95.44135938
2018,4,49,มุกดาหาร,38.00999832,77.37999725,58.1306006
2018,4,50,เชียงใหม่,33.24000168,165.2700043,87.64973236
2018,4,51,ลำพูน,41.54999924,132.9299927,107.3096343
2018,4,52,ลำปาง,41.09000015,192.1900024,134.7837985
2018,4,53,อุตรดิตถ์,38.16999817,170.7299957,106.6992854
2018,4,54,แพร่,97.80000305,211.3899994,159.9396532
2018,4,55,น่าน,82.69999695,178.8600006,139.0470372
2018,4,56,พะเยา,126.6399994,200.5899963,167.7899418
2018,4,57,เชียงราย,120.2900009,195.3800049,162.1420708
2018,4,58,แม่ฮ่องสอน,23.29999924,99.34999847,49.34585398
2018,4,60,นครสวรรค์,67.70999908,157.4700012,101.8166895
2018,4,61,อุทัยธานี,87.08000183,135.8099976,106.5388681
2018,4,62,กำแพงเพชร,39.36999893,119.2600021,93.63167751
2018,4,63,ตาก,17.20999908,128.2200012,52.79493182
2018,4,64,สุโขทัย,22,122.7300034,63.34008473
2018,4,65,พิษณุโลก,35.54000092,142.1600037,87.41397979
2018,4,66,พิจิตร,90.54000092,155.6799927,125.1056932
2018,4,67,เพชรบูรณ์,80.81999969,286.9299927,130.4793461
2018,4,70,ราชบุรี,44.61000061,146.6499939,114.736609
2018,4,71,กาญจนบุรี,51.09999847,167.3899994,124.0510083
2018,4,72,สุพรรณบุรี,59.90999985,129.5500031,94.31050304
2018,4,73,นครปฐม,31.21999931,225.2400055,103.4963443
2018,4,74,สมุทรสาคร,130.9799957,246.9100037,186.1200693
2018,4,75,สมุทรสงคราม,121.9800034,138.9900055,129.5702317
2018,4,76,เพชรบุรี,121.5500031,198.9400024,162.1978259
2018,4,77,ประจวบคีรีขันธ์,124.0100021,223.7799988,174.1466242
2018,4,80,นครศรีธรรมราช,59.13999939,164.8300018,119.8524686
2018,4,81,กระบี่,99.04000092,188.4700012,118.7206166
2018,4,82,พังงา,91.86000061,322.5499878,227.0980346
2018,4,83,ภูเก็ต,62.25999832,138.1799927,98.44601802
2018,4,84,สุราษฎร์ธานี,111.4100037,256.4299927,180.6929444
2018,4,85,ระนอง,198.0099945,233.9400024,210.9667759
2018,4,86,ชุมพร,200.0899963,265.2999878,221.7061976
2018,4,90,สงขลา,41.86999893,195.5800018,103.4855108
2018,4,91,สตูล,91.51000214,134.9600067,112.0128235
2018,4,92,ตรัง,84.25,116.7900009,98.96533965
2018,4,93,พัทลุง,37.43000031,103.3300018,71.77143759
2018,4,94,ปัตตานี,81.41000366,255.7299957,142.7198324
2018,4,95,ยะลา,137.9499969,269.8800049,184.9109486
2018,4,96,นราธิวาส,84.30999756,213.8999939,126.2300081
2018,5,10,กรุงเทพมหานคร,73.45999908,253.9600067,130.8292972
2018,5,11,สมุทรปราการ,92.16999817,160.2899933,117.2074967
2018,5,12,นนทบุรี,117.8199997,240.8099976,177.1723639
2018,5,13,ปทุมธานี,166.8399963,287.8299866,221.8434387
2018,5,14,พระนครศรีอยุธยา,130.5899963,287.019989,196.9351315
2018,5,15,อ่างทอง,144.2100067,181.0800018,162.1810848
2018,5,16,ลพบุรี,118.5699997,242.3600006,169.8410135
2018,5,17,สิงห์บุรี,136.8899994,177.6799927,152.5188324
2018,5,18,ชัยนาท,129.0099945,185.7799988,150.8405367
2018,5,19,สระบุรี,133.6399994,322.9299927,216.4754532
2018,5,20,ชลบุรี,37.04000092,308.0799866,173.2359323
2018,5,21,ระยอง,101.8199997,414.75,214.8507242
2018,5,22,จันทบุรี,140.5599976,248.4400024,185.3551407
2018,5,23,ตราด,182.4799957,264.7999878,210.3528649
2018,5,24,ฉะเชิงเทรา,116.7900009,342.6199951,207.5737306
2018,5,25,ปราจีนบุรี,78.01000214,237.6999969,129.0865182
2018,5,26,นครนายก,85.69000244,299.4400024,175.8348326
2018,5,27,สระแก้ว,120.7099991,177.0099945,137.6709808
2018,5,30,นครราชสีมา,118.25,343.6499939,177.9525943
2018,5,31,บุรีรัมย์,136.4299927,212.3500061,169.096812
2018,5,32,สุรินทร์,163.4600067,231.9900055,194.3805944
2018,5,33,ศรีสะเกษ,154,208.8600006,172.0368087
2018,5,34,อุบลราชธานี,164.5399933,183.0800018,171.3888235
2018,5,35,ยโสธร,164.9600067,214.3000031,194.9537645
2018,5,36,ชัยภูมิ,132.2700043,246.2899933,191.8335206
2018,5,37,อำนาจเจริญ,171.0399933,191.2200012,181.2125127
2018,5,38,บึงกาฬ,178.2299957,238.8899994,205.0669379
2018,5,39,หนองบัวลำภู,217.7899933,289.480011,258.4247455
2018,5,40,ขอนแก่น,172.1600037,253.9799957,210.6133616
2018,5,41,อุดรธานี,168.8200073,286.0400085,240.0222549
2018,5,42,เลย,114.5999985,248.5599976,215.033526
2018,5,43,หนองคาย,228.5399933,264.7000122,251.0413349
2018,5,44,มหาสารคาม,180.6199951,232.2400055,211.0369351
2018,5,45,ร้อยเอ็ด,175.5399933,256.0700073,212.7088509
2018,5,46,กาฬสินธุ์,154.3200073,219.2100067,184.4297296
2018,5,47,สกลนคร,133.5899963,230.5299988,177.4001259
2018,5,48,นครพนม,154.6999969,195.2899933,172.4726157
2018,5,49,มุกดาหาร,158.5,188.8699951,177.5322841
2018,5,50,เชียงใหม่,184.3099976,434.5899963,255.4112044
2018,5,51,ลำพูน,206.4400024,265.5799866,228.4282288
2018,5,52,ลำปาง,179.0099945,370.7399902,238.2490683
2018,5,53,อุตรดิตถ์,135.8200073,280.3500061,198.8296732
2018,5,54,แพร่,126.0100021,238.5899963,174.4817268
2018,5,55,น่าน,92.20999908,253.3800049,166.7972794
2018,5,56,พะเยา,156.9900055,376.6099854,282.4803761
2018,5,57,เชียงราย,267.7000122,515.5300293,409.6562403
2018,5,58,แม่ฮ่องสอน,156.1999969,291.0700073,203.301219
2018,5,60,นครสวรรค์,113.9000015,178.7899933,139.4406281
2018,5,61,อุทัยธานี,146.8300018,190.7700043,157.6259649
2018,5,62,กำแพงเพชร,129.5099945,207.8300018,155.8622214
2018,5,63,ตาก,97.73999786,281.75,198.7915673
2018,5,64,สุโขทัย,112.0299988,257.2600098,176.852476
2018,5,65,พิษณุโลก,114.9700012,273.1600037,187.048073
2018,5,66,พิจิตร,94.62000275,195.7400055,128.6527562
2018,5,67,เพชรบูรณ์,84.83000183,197.5599976,135.3743523
2018,5,70,ราชบุรี,112.75,206.9299927,137.0991368
2018,5,71,กาญจนบุรี,141.6999969,200.5200043,150.2592633
2018,5,72,สุพรรณบุรี,137.7200012,195.9799957,154.0632803
2018,5,73,นครปฐม,111.0400009,220.4799957,181.6582113
2018,5,74,สมุทรสาคร,95.55999756,130.0500031,107.6910373
2018,5,75,สมุทรสงคราม,108.0100021,122.5599976,112.6826087
2018,5,76,เพชรบุรี,57.40999985,257.7600098,137.8790288
2018,5,77,ประจวบคีรีขันธ์,76.70999908,260.8099976,136.703389
2018,5,80,นครศรีธรรมราช,109.5400009,313.7999878,201.5121789
2018,5,81,กระบี่,208.8200073,296.6900024,243.1731105
2018,5,82,พังงา,260.7200012,438.3500061,355.8696839
2018,5,83,ภูเก็ต,240.6600037,331.9500122,281.3390721
2018,5,84,สุราษฎร์ธานี,122.25,368.3599854,231.3120454
2018,5,85,ระนอง,140.1399994,470.9100037,320.1761352
2018,5,86,ชุมพร,82.5,446.480011,197.5971761
2018,5,90,สงขลา,135.4799957,249.8800049,191.1812885
2018,5,91,สตูล,211.2100067,310.2099915,255.6354291
2018,5,92,ตรัง,209.3200073,264.7900085,247.33186
2018,5,93,พัทลุง,134.7299957,237.5,177.9492543
2018,5,94,ปัตตานี,70.02999878,220.1900024,169.8564699
2018,5,95,ยะลา,57.61000061,182.1499939,136.4994323
2018,5,96,นราธิวาส,109.3600006,247.8899994,199.4613373
2018,6,10,กรุงเทพมหานคร,92.16999817,171.7899933,121.8060658
2018,6,11,สมุทรปราการ,91.16000366,166.7700043,109.9326683
2018,6,12,นนทบุรี,77.80000305,135.1699982,112.3691556
2018,6,13,ปทุมธานี,77.12000275,116.1399994,97.61820181
2018,6,14,พระนครศรีอยุธยา,68.19999695,107.2799988,87.82792025
2018,6,15,อ่างทอง,67.52999878,102.7900009,82.61316714
2018,6,16,ลพบุรี,78.80000305,151.3899994,119.1208501
2018,6,17,สิงห์บุรี,87.55000305,132.5299988,109.3722767
2018,6,18,ชัยนาท,106.3799973,141.7899933,130.2380383
2018,6,19,สระบุรี,82.93000031,140.9199982,112.290688
2018,6,20,ชลบุรี,64.13999939,194.4100037,108.4653357
2018,6,21,ระยอง,68.06999969,374.1600037,170.9315504
2018,6,22,จันทบุรี,194.4600067,536.2000122,410.6756749
2018,6,23,ตราด,476.5599976,708,526.320567
2018,6,24,ฉะเชิงเทรา,92.68000031,264.7900085,142.009513
2018,6,25,ปราจีนบุรี,139.5599976,208.1799927,185.5131126
2018,6,26,นครนายก,108.5599976,199.2299957,147.4226341
2018,6,27,สระแก้ว,108.7900009,276.0400085,161.3845754
2018,6,30,นครราชสีมา,74.33999634,169.1499939,104.3554284
2018,6,31,บุรีรัมย์,47.84000015,141.2899933,90.25782792
2018,6,32,สุรินทร์,59.99000168,171.7200012,132.9170363
2018,6,33,ศรีสะเกษ,96.11000061,277.6300049,163.5510495
2018,6,34,อุบลราชธานี,153.8399963,352.7900085,280.1985085
2018,6,35,ยโสธร,141.8999939,267.3800049,194.5359434
2018,6,36,ชัยภูมิ,94.20999908,177.5200043,124.1109919
2018,6,37,อำนาจเจริญ,202.5599976,303.7200012,253.0027847
2018,6,38,บึงกาฬ,240.8899994,324.4400024,295.2598261
2018,6,39,หนองบัวลำภู,145.9400024,204.7200012,172.1689336
2018,6,40,ขอนแก่น,112.7699966,220.6300049,168.2800599
2018,6,41,อุดรธานี,153,315.2799988,240.7093713
2018,6,42,เลย,135.0500031,190.9900055,155.1758422
2018,6,43,หนองคาย,187.1499939,270.3900146,235.5958189
2018,6,44,มหาสารคาม,87.20999908,174.9700012,145.3841453
2018,6,45,ร้อยเอ็ด,109,233.3099976,155.1651557
2018,6,46,กาฬสินธุ์,153.5599976,260.0700073,196.2165931
